Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Seed Round - Givsum,Seed,Seed,"$2,000,000","Nov 5, 2021",Givsum,Givsum is a comprehensive management and engagement platform that manages their organization’s operations and fundraising efforts.,"CRM, Crowdfunding, Database, Events, Information Technology, Non Profit, Software",—,"Costa Mesa, California, United States, North America",www.givsum.com,,"$3,831,640",Seed,5,SteelBridge Laboratories,1
Seed Round - Able,Seed,Seed,"$3,290,000","Oct 28, 2021",Able,Able is a mobile app that allows the users to manage their income.,FinTech,—,"San Jose, California, United States, North America",www.able.com/,,"$3,290,000",Seed,1,Elefund,14
Seed Round - Martie,Seed,Seed,"$3,000,000","Nov 2, 2021",Martie,Martie diverts perfectly good surplus pantry staples from going to landfills and delivers them directly to customers.,"Delivery, Food and Beverage, Grocery, Retail",—,"Burlingame, California, United States, North America",martie.com/,,"$3,000,000",Seed,1,Upfront Ventures,1
Pre Seed Round - Kidas,Pre-Seed,Seed,"$2,000,000","Nov 11, 2021",Kidas,Kidas analyzes all communications on children's gaming console and alerts parents about potentially dangerous activities in video games.,"Child Care, Children, Console Games, Cyber Security, Information Technology",—,"Philadelphia, Pennsylvania, United States, North America",www.kidas.net/,,"$2,120,000",—,3,—,5
Pre Seed Round - Muncho,Pre-Seed,Seed,"$500,000","Nov 1, 2021",Muncho,Pizza cooked en-route to your door & delivered in as little as 5 minutes. Currently piloting in Philadelphia.,"Food and Beverage, Food Delivery, Hardware, Robotics, Transportation",—,"Philadelphia, Pennsylvania, United States, North America",www.muncho.com,,"$500,000",Seed,1,Robert G. Yablunsky,1
Seed Round - Corscans,Seed,Seed,"$40,000","Nov 3, 2021",Corscans,CorScans is a healthcare organization that operates a healthcare platform that bridges the gap between doctors and their patients.,"Health Care, Health Diagnostics, Medical, Wellness",—,"Boulder, Colorado, United States, North America",corscans.com/,,"$40,000",Seed,1,—,—
Pre Seed Round - PatientGenie,Pre-Seed,Seed,"$750,000","Oct 15, 2021",PatientGenie,PatientGenie is a private search engine for healthcare.,Health Care,—,"Austin, Texas, United States, North America",www.patientgenie.com/,,"$750,000",Seed,1,—,—
Seed Round - qBotica,Seed,Seed,"$1,000,000","Oct 27, 2021",qBotica,"Robotics Process Automation, Machine Learning, Artificial Intelligence (AI)","Artificial Intelligence, Information Technology, Machine Learning, Product Research, Robotics, SaaS, Software","South Asian Founded, South Asian Led","Phoenix, Arizona, United States, North America",www.qbotica.com,,"$1,000,000",Seed,1,Peacock Ventures,1
Seed Round - LSX Capital Management,Seed,Seed,"$590,000","Oct 18, 2021",LSX Capital Management,LSX Capital Management offers custom life settlement portfolios for clients seeking diversification through this non-correlated asset class.,"Advice, Finance, Financial Services",—,"Pompano Beach, Florida, United States, North America",lsxcapital.wpengine.com/,,"$955,000",Seed,3,—,—
Pre Seed Round - Flat,Pre-Seed,Seed,"$1,000,000","Nov 9, 2021",Flat,Flat is a teamwork application that helps to collaborate and stay organized.,Software,—,"New York, New York, United States, North America",flat.app,,"$1,000,000",Seed,1,NextView Ventures,4
Seed Round - Let's Enhance,Seed,Seed,"$3,000,000","Oct 27, 2021",Let's Enhance,Let's Enhance is a deep-tech company that builds next-gen AI photo management solution for marketplaces.,"Artificial Intelligence, Machine Learning, Photo Editing, Photography","Women Founded, Women Led","San Francisco, California, United States, North America",letsenhance.io/,,"$3,120,000",Seed,4,Chamaeleon,5
Seed Round - Pro Forma,Seed,Seed,"$1,875,000","Nov 9, 2021",Pro Forma,Pro Forma is a business planning financial Excel model that helps entrepreneurs and investors gain full visibility of the business.,"Finance, Financial Services, Information Technology, Software",—,"Southlake, Texas, United States, North America",www.pro-forma.com/,,"$1,875,000",Seed,1,—,—
Seed Round - EscrowTab,Seed,Seed,"$5,000,000","Oct 28, 2021",EscrowTab,EscrowTab is a simple and secure paperless mortgage closing platform.,"Banking, Financial Services, Information Technology, Lending, Software",—,"Tempe, Arizona, United States, North America",escrowtab.com/,,"$5,000,000",Seed,1,—,—
Seed Round - LoudCrowd,Seed,Seed,"$1,500,000","Oct 28, 2021",LoudCrowd,LoudCrowd is a SaaS company redefining the way brands invest and interact with their customers as a tool for growth.,"Analytics, Computer, SaaS",—,"Austin, Texas, United States, North America",www.loudcrowd.com,,"$9,215,000",Early Stage Venture,4,—,—
Seed Round - Aquiline Drones,Seed,Seed,"$1,060,000","Oct 26, 2021",Aquiline Drones,"Aquiline Drones is a drone company that offers UAV solutions with equipment, personnel, and cloud infrastructure for commercial operations.","Aerospace, Commercial, Drones, Internet of Things",—,"Hartford, Connecticut, United States, North America",www.aquilinedrones.com,,"$1,060,000",Seed,1,—,—
Pre Seed Round - Andiamo,Pre-Seed,Seed,"$200,000","Oct 14, 2021",Andiamo,Digital Health For Neuromuscular Conditions,"3D Printing, Assistive Technology, Health Care, Medical Device",—,"Boston, Massachusetts, United States, North America",andiamo.io/,,"$520,000",Seed,3,—,—
Seed Round - Datorios (FMA Metrolink.ai),Seed,Seed,"$22,000,000","Oct 18, 2021",Datorios (FMA Metrolink.ai),Datorios is a tool that provides data teams solutions to address the shortage of data engineers through the use of no-code interfaces.,"Analytics, Big Data, Database, PaaS, Predictive Analytics, SaaS, Software",—,"Palo Alto, California, United States, North America",www.datorios.com,,"$22,000,000",Seed,2,Grove Ventures,2
Seed Round - Autism F.I.R.S.T.,Seed,Seed,"$350,000","Nov 10, 2021",Autism F.I.R.S.T.,"Autism F.I.R.S.T. is an autism therapy practice that provides collaborative treatment, advocacy, and support.","Health Care, Therapeutics, Wellness",—,"Chantilly, Virginia, United States, North America",autismfirstus.com,,"$350,000",Seed,1,—,—
Seed Round - Electives,Seed,Seed,"$2,250,000","Oct 13, 2021",Electives,Electives is an enterprise live learning platform that offers interactive classes for employees.,"EdTech, Information Technology, Training",—,"Boston, Massachusetts, United States, North America",www.electives.io,,"$10,250,000",Early Stage Venture,2,Boston Seed Capital,4
Pre Seed Round - RADICL Defense,Pre-Seed,Seed,"$3,000,000","Nov 9, 2021",RADICL Defense,We secure small and medium sized businesses from nation state level cyberthreats.,Cyber Security,—,"Boulder, Colorado, United States, North America",radicl.io,,"$3,000,000",Seed,1,Access Venture Partners,2
Seed Round - SwiftConnect,Seed,Seed,"$7,000,000","Oct 15, 2021",SwiftConnect,SwiftConnect digitizes the workplace experience by connecting the right people to the right space at the right time.,"Real Estate, Real Time, Software, Virtual Workforce, Web Apps",—,"Stamford, Connecticut, United States, North America",swiftconnect.io,,"$27,000,000",Early Stage Venture,3,"JLL Spark, Navitas Capital",7
Seed Round - Marker Learning,Seed,Seed,"$4,000,000","Nov 2, 2021",Marker Learning,Marker Learning provides a telepsychology platform that makes learning disability assessments and personalized action plans.,"Consulting, EdTech, Education, Health Care",—,"New York, New York, United States, North America",www.getmarkerlearning.com/,,"$19,000,000",Early Stage Venture,2,Primary Venture Partners,5
Pre Seed Round - Included,Pre-Seed,Seed,"$1,900,000","Nov 11, 2021",Included,Included is a platform that drives DEI results at every stage of a company's employee lifecycle.,"Artificial Intelligence, Data Visualization, Human Resources, Machine Learning, SaaS, Software",—,"Bothell, Washington, United States, North America",included.ai/,,"$5,400,000",Seed,3,"Flying Fish Partners, SignalFire",3
Seed Round - Coverlease,Seed,Seed,"$873,860","Oct 28, 2021",Coverlease,Coverlease helps derive trends and insights into commercial real estate markets.,"Analytics, Business Intelligence, Commercial Real Estate",—,"Bayport, Minnesota, United States, North America",coverlease.com/,,"$2,373,860",Seed,3,—,—
Seed Round - FlowPath,Seed,Seed,"$1,200,000","Oct 19, 2021",FlowPath,Facilities Management Simplified,—,—,"Atlanta, Georgia, United States, North America",getflowpath.com/,,"$1,200,000",Seed,1,"Bonfire Ventures, Parade Ventures",3
Seed Round - GoShare,Seed,Seed,"$3,800,000","Oct 27, 2021",GoShare,"GoShare connects truck and van owners with businesses & people who need to move, deliver or haul large items on demand.","Courier Service, Delivery Service, Developer APIs, E-Commerce, Internet, Logistics, Marketplace, Retail, Shipping Broker, Supply Chain Management",—,"San Diego, California, United States, North America",goshare.co,,"$8,000,000",Seed,4,"Cove Fund, Mark IV Capital",9
Seed Round - Laguna Games,Seed,Seed,"$5,000,000","Oct 15, 2021",Laguna Games,Laguna Games is a research and game development studio that specializes in making blockchain tech.,"Gaming, Video Games",—,"San Francisco, California, United States, North America",laguna.games/,,"$5,000,000",Seed,1,"BITKRAFT Ventures, Delphi Ventures",5
Seed Round - Socialays,Seed,Seed,"$500,000","Nov 12, 2021",Socialays,Social Media Management Software,"Apps, Artificial Intelligence, Internet, Marketing, Social Media, Software",—,"San Francisco, California, United States, North America",socialays.com/,,"$500,000",Seed,1,—,—
Seed Round - Better Coliving,Seed,Seed,"$20,000","Nov 8, 2021",Better Coliving,Better Coliving is a type of shared housing that offers affordable housing choices.,"Communities, Real Estate, Residential, Wellness",—,"Oakland, California, United States, North America",www.bettercoliving.com/,,"$20,000",Seed,1,Techstars,1
Seed Round - Culineer,Seed,Seed,"$30,000","Oct 29, 2021",Culineer,A Growth and Retention for the Farm-to-Home table market,"AgTech, Marketing Automation, Mobile Apps, SaaS","Women Founded, Women Led","Harrisburg, Pennsylvania, United States, North America",culineerapp.com,,"$109,650",—,3,—,1
Pre Seed Round - Rivet,Pre-Seed,Seed,"$120,000","Nov 7, 2021",Rivet,"Discover and reward your top fans and build real, lasting communities that you can monetize again and again.","Content Creators, Music",—,"Boston, Massachusetts, United States, North America",www.rivet.app,,"$620,000",Seed,2,Techstars,1
Pre Seed Round - LuvHut,Pre-Seed,Seed,"$75,000","Nov 8, 2021",LuvHut,LuvHut is a Social Meetup platform that connects local people to local HotSpots based on shared availability and interests.,"Dating, Mobile Apps, Reservations, Social Media, Social Network",—,"Boston, Massachusetts, United States, North America",www.theluvhut.com,,"$405,000",Seed,2,—,—
Seed Round - Activeloop,Seed,Seed,"$5,000,000","Nov 2, 2021",Activeloop,Activeloop structures the unstructured data to seamlessly connect your computer vision data to machine learning models.,"Artificial Intelligence, GPU, Machine Learning, Software, Training","Middle Eastern / North African Founded, Middle Eastern / North African Led","San Francisco, California, United States, North America",activeloop.ai,,"$6,100,000",Seed,3,"468 Capital, CM Ventures",7
Pre Seed Round - Corso,Pre-Seed,Seed,"$1,000,000","Nov 9, 2021",Corso,Carbon Offsets & Shipping Protection for E-commerce Merchants,E-Commerce,—,"San Clemente, California, United States, North America",www.corso.com,,"$1,000,000",Seed,1,—,—
Pre Seed Round - MindsDB,Pre-Seed,Seed,"$6,795,000","Nov 1, 2021",MindsDB,MindsDB is an open-source platform that enables developers to integrate machine learning into applications.,"Database, Machine Learning, Open Source, Predictive Analytics, Software","Hispanic / Latine Founded, Hispanic / Latine Led","Berkeley, California, United States, North America",mindsdb.com,,"$54,355,000",Seed,6,OpenOcean,11
Seed Round - Atlys,Seed,Seed,"$4,250,000","Oct 28, 2021",Atlys,Atlys offers an app where users can apply for visas hassle-free.,"Software, Travel",—,"San Francisco, California, United States, North America",www.atlys.com/,,"$16,250,000",—,2,Andreessen Horowitz,8
Seed Round - Ombre,Seed,Seed,"$3,000,000","Nov 1, 2021",Ombre,Ombre is a provider of a microbiome testing kit designed to incorporate personalized probiotics and microbiome testing.,"Dietary Supplements, Health Care, Wellness",Women Led,"San Francisco, California, United States, North America",www.ombrelab.com/,,"$8,400,000",Seed,6,PivotNorth Capital,6
Pre Seed Round - Wreckingball,Pre-Seed,Seed,"$10,000","Oct 25, 2021",Wreckingball,Wreckingball's Safety Now provides safety orientation for commercial construction industry.,"Construction, Software",—,"Wilmington, North Carolina, United States, North America",wreckingball.systems,,"$10,000",Seed,1,—,1
Seed Round - InEvent,Seed,Seed,"$1,000,000","Nov 10, 2021",InEvent,"Virtual and in-person corporate events, meetings and conferences","Apps, Enterprise Software, Event Management, Information Technology, Internet, SaaS, Software","Black / African American Founded, Hispanic / Latine Founded, Hispanic / Latine Led","Atlanta, Georgia, United States, North America",inevent.com/,,"$4,000,000",Seed,3,TRAC,1
Pre Seed Round - MyFitPod,Pre-Seed,Seed,"$730,000","Nov 8, 2021",MyFitPod,MyFitPod is a software company that provides automated systems and turnkey tools for fitness professionals.,"Fitness, Health Care, Software, Sports, Wellness","Women Founded, Women Led","Lawrenceville, New Jersey, United States, North America",www.myfitpod.com,,"$730,000",Seed,1,Techstars,1
Seed Round - Reactive Medical Labs,Seed,Seed,"$732,477","Oct 14, 2021",Reactive Medical Labs,Reactive Medical Labs is a biotechnology company developing regenerative skincare applications.,"Beauty, Biopharma, Biotechnology, Pharmaceutical",—,"San Jose, California, United States, North America",www.reactivemedical.com,,"$732,477",Seed,1,—,—
Seed Round - HeyTutor,Seed,Seed,"$1,500,000","Oct 22, 2021",HeyTutor,"HeyTutor is an online platform that allows students, tutors, and agencies to connect in real-time.","E-Learning, EdTech, Education, Online Portals, Tutoring",—,"Beverly Hills, California, United States, North America",www.heytutor.com,,"$3,150,000",Seed,3,—,1
Pre Seed Round - Parcel Health,Pre-Seed,Seed,"$150,000","Nov 11, 2021",Parcel Health,Parcel Health provides sustainable medication packaging for the pharmaceutical industry.,Health Care,"Southeast Asian Founded, Southeast Asian Led, Women Founded, Women Led","Pittsburgh, Pennsylvania, United States, North America",www.parcelhealth.co,,"$677,000",Seed,4,—,2
